protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
Q9Y6I3	12196192.664367594	13488500.249594672	12662808.66425867	14361538.188437058	13819687.98400116	12943906.925199589	16234374.56574068	13677174.272588955	13877662.17092526	13920164.445260163	13320560.180611528	12647485.93100303	6912097.22187305	10657729.936443277	12227495.079796622	11276465.057314564	11133682.646426674	11079446.552220771	Q9Y6I3	Q9Y6I3		EPN1	0	0.013750528048579395	0.2566310839583693	False	0.018753284287966368	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q08752	180421363.73609945	189067849.66652635	164940865.05693766	187457339.9513572	186368603.0981376	167334393.70105794	177556607.9558557	189999306.63577104	180991808.99206263	172364922.75469923	174499709.26630303	164460554.48830372	165582333.20807195	173088937.20554945	164518765.0064308	180364808.60535908	169688121.51649714	169151023.33801875	Q08752	Q08752		PPID	0	0.013790720242594477	0.08263999517977576	False	0.01875985286389911	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q8NEZ5	7864526.461630687	7051322.968406397	7341932.706763918	7988896.479392363	7570916.111797723	8120993.357963148	9020559.632444687	8394430.543756206	8962231.466715809	5276791.424669221	6064937.737283355	6602818.01193635	8691279.596263414	6739021.730773201	6701202.225733411	7520434.855293153	7122058.908062058	7599847.261835104	Q8NEZ5	Q8NEZ5		FBXO22	0	0.013796220616195867	0.214653082267763	False	0.018766421439831843	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q9P2T1	13011482.753731605	11694516.86443918	9053224.784006905	9896394.751587056	9753449.434483845	8778365.288719919	10003315.69902736	10199747.55999856	10697452.127343746	8692083.944664437	9593670.857754778	7014798.821888516	7460913.312970549	10159598.934479363	8351894.451100795	9279640.3189031	9820800.466093771	8637312.146442983	Q9P2T1	Q9P2T1		GMPR2	0	0.013886883829252586	0.23654613015061812	False	0.018772990015764584	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q9Y4E6	956767.9024979548	38602.65472224326	1375567.3179781632	904060.8638477364	870020.1709483649	1301738.372333452	835673.5213608992	34213.30971438315	665759.0039153427	1203354.675936758	1563686.3984132565	2431361.160702611	1012228.1709717868	1157899.7558899885	1624060.6270466535	1042322.5184416504	1208117.4386739037	1146263.6400162105	Q9Y4E6	Q9Y4E6		WDR7	2	0.01402933306519423	-0.827298467276306	False	0.01877955859169732	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q03124	2901741.7214680742	831710.8658188933	1699582.8848820413	1148274.620191418	1011526.9755253427	1523543.0337101575	2075669.0547740243	2554415.275842885	1768166.3643442844	1571016.63309921	1034654.484664127	645232.1645201268	1143666.9096381797	1261788.1735073898	517794.21168526646	891345.3268021537	1042101.649780822	712770.7585562813	Q03124	Q03124		RSC9	0	0.014032088491805992	0.8147182333762821	False	0.01878612716763006	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
Q9BZL6	4400185.504546766	4675897.622892558	4873601.614053286	4583763.151913505	4884476.936364548	4153801.220625657	4909594.621480135	4662762.679631623	5127977.618867931	5038484.120547062	6700495.019141126	5325275.912175557	5035827.122423621	4939646.642002885	5746440.056677549	5213764.049352502	4906701.638664675	4979599.965634062	Q9BZL6	Q9BZL6		PRKD2	0	0.014042859748645959	-0.17990654299217348	False	0.018792695743562796	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q92620	22844644.64827441	23700889.84923925	24031512.539186247	23083361.529401094	24102982.06161196	23750399.171825845	23251069.84865778	24535905.63911704	23946552.757200625	24767851.93280611	24108557.36043753	26483678.696901053	25655228.695726734	26183500.460473757	24857906.03458074	24031564.742632996	23417326.645142343	24026800.44063635	Q92620	Q92620		DHX38	0	0.014149068993973007	-0.06795645822926806	False	0.018799264319495534	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
O94964	3686391.513188315	3867682.5587811703	3989468.481415937	3271813.305818427	3081739.567507348	4264032.843215256	3692222.644854491	3572219.919153227	4139118.306708444	2147873.363952352	2950571.5883633164	3686621.7105111694	1638124.0577952464	2682933.788782871	3486101.825605913	3350429.190831888	3167539.625757895	3625267.8842947567	O94964	O94964		MTCL2	0	0.014293225393914878	0.3281896177295287	False	0.01880583289542827	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
P33602	3384882.7053663256	7441309.225509397	7555412.648299838	3271797.697762648	2987124.7075173724	2678561.548883676	8325952.819687995	3232016.0938263787	3218305.1872894336	6482452.609222445	6829612.541715637	6200843.887855103	8002720.775624346	6963069.067492704	6406268.398395184	8680403.87376784	7877971.546242036	6728226.94740941	P33602	P33602		nuoG	0	0.014405153233271073	-0.6082729622894739	False	0.018812401471361012	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	0.5
Q9H6R4	55518639.59805615	56699323.71530607	54651555.80954488	54942577.78757938	56160107.29830506	57234226.21804632	61925408.70686207	63127620.44750125	57189222.09087926	66189271.73470577	62801476.01676656	66298542.38871411	55698615.42132234	63971906.424269326	58304809.55505408	62253798.77324248	60554785.6210136	59761570.423696384	Q9H6R4	Q9H6R4		NOL6	0	0.014446173379500557	-0.1032403115843518	False	0.018818970047293746	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
P04424	18547321.16180176	16886423.95955205	17115558.929899693	17726759.826344848	17559412.650692128	18056426.25637949	18447047.46843125	18338139.315107077	18481400.63943315	15759637.39410283	17415126.430567894	17622416.42004032	13863304.168847686	15263342.728165992	15611942.312169658	17450235.96975467	16864734.680123933	18091551.349006068	P04424	P04424		ASL	0	0.01448381158935585	0.12344566823423996	False	0.018825538623226487	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q8N1B4	50238782.64374787	49671812.6523053	58210083.42780124	36388000.84771514	60356109.89084455	58500838.68799447	59775139.610182926	56784216.48507253	54248845.14432572	35245440.64979658	44363014.40543413	59596940.49348513	20527739.106285144	41108156.113241404	49324984.74827235	35606215.23276962	45567151.89549563	43568003.9917606	Q8N1B4	Q8N1B4		VPS52	0	0.015061179213628654	0.36898984954252234	False	0.01883210719915922	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
P07253	13565804.443316044	12112182.655766882	9058419.219495565	13874808.619518284	12054150.0259466	10048394.871505082	11250362.436055657	12354045.185932511	10877842.91644844	12346905.201021846	10254872.249181472	10782672.171446664	9695762.954645328	11054674.940274728	8120734.073381861	8460559.846438643	7923362.141950742	8791655.767748535	P07253	P07253		CBP6	0	0.015071879628171145	0.26685989597185233	False	0.018838675775091962	True	False	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
Q9BVQ7	22343627.22594161	22968643.30596463	23499244.561593093	21262589.67531773	22397768.58385236	22500094.14703834	23211537.523916773	23124682.96935775	23076104.86871968	22431052.3263863	23022972.41186736	23120319.142546702	20115436.418443702	20419192.044480663	21208287.9979418	20309738.879318785	21657015.29405158	20712512.213907126	Q9BVQ7	Q9BVQ7		AFG2B	0	0.015080546548100964	0.08270944377402159	False	0.0188452443510247	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q16864	20532719.271654587	20918358.709079105	18555060.64972016	19714070.686178185	21748408.61508383	21930862.79305061	20573065.274775777	20586800.102738325	22393108.096609008	20483300.98264839	24276222.21379793	26544008.844142828	22162014.33568812	20595397.904000364	24133788.14470721	22803242.05625876	21623735.74286597	23372358.55661602	Q16864	Q16864		ATP6V1F	0	0.015115009335545592	-0.13993138811429703	False	0.018851812926957437	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q96A26	23220296.19060216	21303002.37514009	27967065.21719105	23246691.59339781	25559543.30528196	24344557.00930364	29032473.759220835	30438504.441995945	27237226.76515428	25443192.636852924	20284221.40500311	28069174.593796164	14434833.348653603	14389289.814175252	17377153.764074042	22463836.124647703	23022633.51612007	20344264.33544168	Q96A26	Q96A26		FAM162A	0	0.015138547688490806	0.3223231214799579	False	0.018858381502890174	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q12349	402407.4520140805	280347.15619999974	37905.79060226376	581578.0299006416	33055.67106042204	270815.4835044115	504237.2116877775	225970.02084498425	210401.24610032325	235223.964826425	151709.2489158843	28121.939113202083	125317.8104160346	100114.7640646026	21446.15274642274	9117.112079241671	28941.297164671763	84029.40575826268	Q12349	Q12349		ATP14	6	0.015153046999061354	1.699673771229623	False	0.018864950078822912	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
P17980	190671651.94028005	200934045.85478905	208895135.54084623	177781229.2472033	197936312.7617051	210642412.93539017	213115940.9499011	216432910.31169185	215551142.2322924	287154526.3189112	237724747.66585615	274355391.1780448	229370578.76258183	222583580.93509552	217020533.6671712	211652574.5214835	207776342.7053577	213581472.84300745	P17980	P17980		PSMC3	0	0.015187651565567863	-0.197838430175574	False	0.01887151865475565	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
P21825	4481704.117445296	4043804.9904565895	4532732.683413082	4538242.046706039	5240037.223368311	4855546.193556237	4373013.540518959	5454696.626403546	4774929.530333698	2637309.74269695	4233402.044772753	4907316.495539316	15193.890429934529	3902111.199442525	4103954.8058418008	3240257.678300479	3346335.1348911137	2875715.2183969216	P21825	P21825		SEC62	1	0.015355801927782568	0.5314686557985974	False	0.01887808723068839	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
A8MWD9	125365918.86616509	129926297.61355384	129558564.00381328	99458962.52997872	138273719.85287085	127479152.94002531	101680621.4264256	115046304.29365252	107302518.22701465	238218795.37330556	183640816.91128832	151009479.80312604	168118977.61872008	168244287.93993568	127085742.9109278	129462519.29140668	133049129.5791802	121390542.47974584	A8MWD9	A8MWD9		SNRPGP15	0	0.015438634870559518	-0.40299707397184814	False	0.018884655806621124	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q9HAV7	45549340.92921247	39499772.72570558	43286918.873159766	37368743.231186055	44624451.45382177	47290816.407856144	39007752.03654279	48810888.76154239	45238553.48004514	51360991.007680684	50438829.52063834	49585340.35204933	45941748.3680732	48495101.07981779	48630189.068027295	43995279.587309	44030428.235010624	47539811.66406551	Q9HAV7	Q9HAV7		GRPEL1	0	0.015444671656530523	-0.1384189053379027	False	0.018891224382553865	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
O43402	16254422.200539954	19860342.46299399	18363876.17113601	18248253.429217663	18298821.8529466	17824186.709080044	21447330.79194687	20872422.04345373	18258884.999404885	17806156.980790157	18683721.9908782	15470019.144361414	18174574.630980007	14735387.91631676	15173094.070559217	18510735.697112005	16773056.41236097	16014763.54961452	O43402	O43402		EMC8	0	0.015448882900630586	0.16286917226748107	False	0.0188977929584866	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
P04114	2445139.120769116	3934935.446531851	3010098.152452092	3712442.792973345	3004706.6511871223	3432268.2211469705	3136039.766748077	3491992.571111026	3167285.8418651256	2467221.817295529	2890310.485505862	3513257.679724114	2173461.0517353355	3046798.7226218274	2246258.859072237	2492443.296060865	2916269.134308455	2599825.3172177216	P04114	P04114		APOB	0	0.015486033847199468	0.2689428396209731	False	0.01890436153441934	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
P48567	3434857.9907371523	2704812.032596516	1069923.4782159508	2264091.4591771434	3541535.790178617	1511916.6636399908	2071954.070062545	3289406.6707515824	1827632.451102287	2053669.220569549	1377459.3981778356	1119013.1517679906	1806836.6567018845	1931224.8835905688	1379068.600370322	1136427.848896195	1597724.9609334262	1046860.648365395	P48567	P48567		PUS4	0	0.01557506445505251	0.6913448220969455	False	0.018910930110352078	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
A0A0B4J2F0	1135245.993928125	1193392.4844751502	1179363.8265396983	1343327.6337146654	1292289.0378431445	1066434.9272172488	774020.6239644422	1813889.4179719691	560567.6839083342	2615486.89199707	2439452.9876516038	4803057.736839617	1303511.6162947395	2198030.873546071	1542674.50403414	1866384.8413703905	1795774.255852217	1551991.0858981053	A0A0B4J2F0	A0A0B4J2F0		PIGBOS1	0	0.01565280737689866	-0.9575501121066299	False	0.018917498686284815	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q9ULM6	2197297.9877563184	2291521.41090546	1867879.2641358348	2087751.9862432545	2240576.220066657	1844974.5881225716	2000884.461857461	2334272.064078308	2560493.5625029	2219402.71779866	2104388.852211761	1653407.623738325	1665017.8389579095	1532160.061711104	1825460.5080587128	2056548.687934892	1877641.1321212647	1853288.8973394104	Q9ULM6	Q9ULM6		CNOT6	0	0.015738486889213716	0.2105913737834005	False	0.018924067262217553	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q02880	7715270.191779913	8577533.369045744	8839016.672999807	8097369.55118457	8862228.157342862	8744201.986811493	8107664.454558135	7778834.794356945	8240046.700681302	7120038.390252733	8218773.413793778	7546760.840572952	5930241.961476856	6634603.257453881	8604967.498512892	7329057.41265888	6996952.077655034	8351519.190594914	Q02880	Q02880		TOP2B	0	0.01578314247147707	0.16776413357317171	False	0.01893063583815029	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
P54727	193250525.86125383	175725792.91004995	147358661.01082885	169728205.2246093	180806722.64413083	160096845.87450588	184083816.4674229	184628899.53026703	168445087.80703172	232003350.9649373	189222493.9535657	226465576.1436884	210731144.3717892	195533877.29391825	178009645.67616206	183081855.89433417	182409351.19794255	175646094.0382375	P54727	P54727		RAD23B	0	0.015868228251123332	-0.1809212574914339	False	0.018937204414083027	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
P62273	32094519.337189637	30429540.278058898	9548750.795979455	22958157.783265185	31530181.222101554	20025307.546996176	35554324.614015006	40399424.05709189	33459828.15016178	2320517.1298551406	10285610.321846608	5752889.137339187	17698457.063913047	19374702.08627788	13732879.997364717	25987054.64154943	29485349.42934449	24611933.930651598	P62273	P62273		RPS29	0	0.01611367668701727	0.7784189294506363	False	0.01894377299001577	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q05655	2349901.8561921488	2576987.250000001	3051921.470409368	1294634.6205710513	2496722.5078283167	2563189.5332445065	2969933.754813412	1965033.792466828	2894449.664626555	1062925.3019736493	1248273.2346487194	1200837.2465899857	916915.0575357344	1754272.0274502418	2120218.59514713	2213692.5182895414	2544917.9994329195	2383539.612473477	Q05655	Q05655		PRKCD	0	0.01617702637502899	0.520943366880015	False	0.018950341565948502	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q969E8	28963.236421264184	944993.5	37905.79060226376	711852.2488240082	973907.7340073662	748413.8465727601	971606.9726334068	1190877.0998466003	1098899.113773974	31523.317741294377	26473.040580752662	28121.939113202083	15193.890429934529	25953.589256164432	21446.15274642274	794590.8550038809	617572.4071595938	693241.0206062624	Q969E8	Q969E8		TSR2	8	0.0162319645627067	1.573195947427745	False	0.018956910141881243	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
Q04341	2304155.1588386297	2778749.8039413546	3259857.5259672413	2930866.910908746	1898077.3815928528	2792326.22996231	2629629.020447593	2275781.54480229	3169834.337166654	1390610.4371527026	26473.040580752662	1779895.6733871223	4000644.200388375	1262615.5432113349	1617337.4671934142	1691488.0840481285	1321868.1922760454	1357740.636886908	Q04341	Q04341		MIX14	1	0.0163461388364278	0.7344565355671874	False	0.018963478717813977	True	True	Yeast	False	False	True	True	msfragger	directlfq	min	0.5
O00165	12814677.229661202	13095497.218012135	12609865.565545378	13291347.608648991	14059482.656626442	12177626.423842069	13722686.19090821	13479295.2277259	13393224.422548926	13566246.852302738	14873733.690905243	14682992.38156712	15114458.712101372	13554448.325247202	14117857.859050129	14184013.159455424	13787947.722806765	12623142.832164202	O00165	O00165		HAX1	0	0.016423931217953543	-0.0925570739923179	False	0.018970047293746715	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
O14929	82986849.62117372	81461872.64886346	85149052.43034159	78323208.3387752	83997916.60571584	90904086.67034996	87634943.8372186	82198379.42551886	88282293.95988742	87285228.60569426	92090618.60495426	94353602.79986498	91520101.3182478	80015941.9557995	90950859.7687888	86829281.46383585	92406906.34920244	92967366.24055526	O14929	O14929		HAT1	0	0.016571900093148236	-0.08732479377715344	False	0.018976615869679456	True	False	Human	True	False	False	True	msfragger	directlfq	min	0.5
